image,question,answer
image2083,Is tuberculosis present?,yes
image2084,"Does this image show massively enlarge nodular prostate with median lobe protrusion into floor of bladder, bladder hypertrophy, and normal appearing ureters and kidneys excellent example of bph?",yes
image2084,Is hyperplasia present?,yes
image2084,What is present?,hyperplasia
image2085,Is hyperplasia present?,yes
image2085,What is present?,hyperplasia
image2085,Is prostate present?,yes
image2085,What is present?,prostate
image2085,Does this image show close-up view of large median lobe extending into floor of bladder?,yes
image2086,Is malignant lymphoma present?,yes
image2086,Does this image show fixed tissue i think discrete lesion well shown?,yes
image2086,What is present?,testicle
image2086,Is testicle present?,yes
image2087,Is testicle present?,yes
image2087,Does this image show fixed tissue contrast of normal cut surface with one having diffuse infiltrate?,yes
image2087,Is malignant lymphoma present?,yes
image2087,What is present?,testicle
image2088,Is hyperplasia present?,yes
image2088,Does this image show opened bladder with very large prostate gland and high median lobe extending into floor of bladder inflamed bladder mucosa and very hypertrophied bladder?,yes
image2088,What is present?,hyperplasia
image2089,Does this image show cut surface with round tumor mass and large area central necrosis chronic granulocytic leukemia?,yes
image2089,What is present?,testicle
image2089,Is testicle present?,yes
image2089,Is leukemic infiltrate with necrosis present?,yes
image2090,Is fibrosis mumps present?,yes
image2090,Do cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2090,What do cut surface both testicles on normal and one quite small typical probably due to mumps have?,cut
image2090,How many quite small typical probably due to mumps have no history at this time?,one
image2090,Does this image show that cut surface both testicles on normal and one quite small typical probably due to mumps have no history at this time?,yes
image2091,Does this image show close-up view of large median bar type lesion with severe cystitis?,yes
image2091,Is hyperplasia median bar present?,yes
image2091,Is prostate present?,yes
image2091,What is present?,prostate
image2092,"Does this image show metastatic carcinoma prostate, excellent closeup showing bilateral metastatic lesions primary is slide 6911 and bone metastatsis 6912?",yes
image2092,Is primary slide 6911 and bone metastatsis?,yes
image2092,What is primary 6911 and bone metastatsis?,slide
image2092,What is slide 6911 and bone metastatsis?,primary
image2093,"Is penis, testicles present?",yes
image2093,What is present?,penis
image2093,Does this image show view of body with small penis and rather flat scrotal sac case of 7yo with craniopharyngioma?,yes
image2093,Is underdevelopment present?,yes
image2093,What is present?,underdevelopment
image2094,Does this image show glans ulcers probable herpes?,yes
image2094,Does pulmonary osteoarthropathy show glans ulcers probable herpes?,no
image2094,Is penis present?,yes
image2094,Is nipples present?,no
image2094,What is present?,penis
image2095,Does this image show opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2095,What is present?,prostate
image2095,Is prostate present?,yes
image2095,Is benign hyperplasia present?,yes
image2095,Is opened bladder with median lobe protruding into trigone area also had increase bladder trabeculations very good slide?,yes
image2096,Does this image show primary biliary cirrhosis?,yes
image2096,What is present ?,liver
image2096,What is present ?,hepatobiliary
image2096,Is lymphangiomatosis generalized present?,no
image2096,Is liver present?,yes
image2096,Is atrophy present?,no
image2096,Is hepatobiliary present?,yes
image2096,What is present?,hepatobiliary
image2096,Does blood show primary biliary cirrhosis?,no
image2096,What is present?,liver
image2097,Is section of spleen through hilum present?,no
image2097,What is present?,hepatobiliary
image2097,Does small intestine show sarcoid?,no
image2097,What is present ?,liver
image2097,What is present ?,hepatobiliary
image2097,Is fracture present?,no
image2097,Is liver present?,yes
image2097,What is present?,liver
image2097,Does this image show sarcoid?,yes
image2097,Is hepatobiliary present?,yes
image2098,Is muscle atrophy present?,no
image2098,What does this image show?,ductopenia
image2098,Does this image show ductopenia?,yes
image2098,Does siamese twins show ductopenia?,no
image2098,What is present?,hepatobiliary
image2098,Is hepatobiliary present?,yes
image2098,Is gross photo of tumor in this file present?,no
image2098,What is present?,liver
image2098,Is liver present?,yes
image2099,What is present ?,liver
image2099,Is hepatobiliary present?,yes
image2099,Is myocardium present?,no
image2099,Is liver present?,yes
image2099,What is present?,liver
image2099,Is no tissue recognizable as ovary present?,no
image2099,What is present?,hepatobiliary
image2099,Does krukenberg tumor show sarcoid?,no
image2099,Does this image show sarcoid?,yes
image2099,What is present ?,hepatobiliary
image2100,Does this image show moderate acute rejection?,yes
image2100,Does close-up tumor show moderate acute rejection?,no
image2100,What is present?,hepatobiliary
image2100,What is present?,liver
image2100,Is hepatobiliary present?,yes
image2100,Is hypertension present?,no
image2100,Is liver present?,yes
image2100,Is ectopic pancreas present?,no
image2101,What is present ?,liver
image2101,What is present ?,hepatobiliary
image2101,Is myocardial infarct present?,no
image2101,Is liver present?,yes
image2101,Is placenta present?,no
image2101,What is present?,hepatobiliary
image2101,Does this image show sarcoid?,yes
image2101,What is present?,liver
image2101,Is hepatobiliary present?,yes
image2101,Does 70yof show sarcoid?,no
image2102,What is present ?,liver
image2102,What is present?,liver
image2102,Does this image show autoimmune hepatitis?,yes
image2102,What is present ?,hepatobiliary
image2102,Is normal newborn present?,no
image2102,Is liver present?,yes
image2102,Does ectopic pancreas show autoimmune hepatitis?,no
image2102,What is present?,hepatobiliary
image2102,Is hepatobiliary present?,yes
image2102,Is laceration present?,no
image2103,Is hepatobiliary present?,yes
image2103,Is esophagus present?,no
image2103,What is present?,liver
image2103,Is liver present?,yes
image2103,Is stein leventhal present?,no
image2103,What is present?,hepatobiliary
image2103,Does this image show recovery of ducts?,yes
image2103,Does hematologic show recovery of ducts?,no
image2104,What is present ?,liver
image2104,Does this image show primary sclerosing cholangitis?,yes
image2104,What is present ?,hepatobiliary
image2104,Is cardiovascular present?,no
image2104,Does esophagus show primary sclerosing cholangitis?,no
image2104,What is present?,liver
image2104,Is left ventricle hypertrophy present?,no
image2104,Is hepatobiliary present?,yes
image2104,What is present?,hepatobiliary
image2104,Is liver present?,yes
image2105,Is pinworm present?,no
image2105,What is present?,liver
image2105,Is fallopian tube present?,no
image2105,Is hepatobiliary present?,yes
image2105,What is present?,hepatobiliary
image2105,Does adenocarcinoma show mild acute rejection?,no
image2105,Does this image show mild acute rejection?,yes
image2105,Is liver present?,yes
image2106,Is cyst present?,no
image2106,Does foot show mild-to-moderate acute rejection?,no
image2106,What is present?,hepatobiliary
image2106,Is hepatobiliary present?,yes
image2106,Is granulomata slide present?,no
image2106,What is present?,liver
image2106,Is liver present?,yes
image2106,Does this image show mild-to-moderate acute rejection?,yes
image2107,What is present ?,liver
image2107,What is present?,liver
image2107,Is child present?,no
image2107,Does this image show primary biliary cirrhosis?,yes
image2107,Does malignant adenoma show primary biliary cirrhosis?,no
image2107,What is present?,hepatobiliary
image2107,What is present ?,hepatobiliary
image2107,Is hepatobiliary present?,yes
image2107,Is liver present?,yes
image2107,Is this good yellow color slide present?,no
image2108,Is hepatobiliary present?,yes
image2108,What is present?,hepatobiliary
image2108,Does aorta show recovery of ducts?,no
image2108,Does this image show recovery of ducts?,yes
image2108,Is liver present?,yes
image2108,Is leiomyosarcoma present?,no
image2108,What is present ?,hepatobiliary
image2108,What is present ?,liver
image2108,What is present?,liver
image2108,Is lymphoma present?,no
image2109,Is hepatobiliary present?,yes
image2109,Does this image show primary sclerosing cholangitis?,yes
image2109,What is present?,hepatobiliary
image2109,Is beckwith-wiedemann syndrome present?,no
image2109,What is present ?,liver
image2109,What is present ?,hepatobiliary
image2109,Is this close-up of cut surface infiltrates present?,no
image2109,What is present?,liver
image2109,Is liver present?,yes
image2109,Does myocardium show primary sclerosing cholangitis?,no
image2110,Does this image show primary biliary cirrhosis?,yes
image2110,Does abruption show primary biliary cirrhosis?,no
image2110,What is present?,hepatobiliary
image2110,What is present ?,hepatobiliary
image2110,What is present ?,liver
image2110,Is hepatobiliary present?,yes
image2110,Is metastatic carcinoma breast present?,no
image2110,Is liver present?,yes
image2110,Is cervical leiomyoma present?,no
image2110,What is present?,liver
image2111,What is present?,liver
image2111,Is foot present?,no
image2111,Is hepatobiliary present?,yes
image2111,Is liver present?,yes
image2111,What is present?,hepatobiliary
image2111,Does quite good liver show moderate acute rejection?,no
image2111,Is metastatic colon cancer present?,no
image2111,Does this image show moderate acute rejection?,yes
image2112,Does this image show primary sclerosing cholangitis?,yes
image2112,Does mucinous cystadenocarcinoma show primary sclerosing cholangitis?,no
image2112,What is present?,hepatobiliary
image2112,Is hepatobiliary present?,yes
image2112,Is carcinomatosis present?,no
image2112,What is present?,liver
image2112,Is liver present?,yes
image2112,Is exposure present?,no
image2112,What is present ?,liver
image2112,What is present ?,hepatobiliary
image2113,Does this image show primary biliary cirrhosis?,yes
image2113,Does granuloma show primary biliary cirrhosis?,no
image2113,What is present?,hepatobiliary
image2113,What is present?,liver
image2113,Is chronic lymphocytic leukemia present?,no
image2113,What is present ?,liver
image2113,What is present ?,hepatobiliary
image2113,Is slide present?,no
image2113,Is hepatobiliary present?,yes
image2113,Is liver present?,yes
image2114,Is liver present?,yes
image2114,Is amputation stump infected present?,no
image2114,Is hepatobiliary present?,yes
image2114,What is present?,hepatobiliary
image2114,Does this image show recovery of ducts?,yes
image2114,Does endometritis postpartum show recovery of ducts?,no
image2114,What is present?,liver
image2114,What is present ?,hepatobiliary
image2114,Is adrenal of premature 30 week gestation gram infant lesion present?,no
image2115,Does this image show recovery of ducts?,yes
image2115,Is liver present?,yes
image2115,What is present?,hepatobiliary
image2115,Is hepatobiliary present?,yes
image2115,Is ectopic pancreas present?,no
image2115,What is present ?,liver
image2115,What is present ?,hepatobiliary
image2115,Is female reproductive present?,no
image2115,What is present?,liver
image2115,Does metastatic pancreas carcinoma show recovery of ducts?,no
image2116,Does this image show primary sclerosing cholangitis?,yes
image2116,What is present?,hepatobiliary
image2116,What is present ?,liver
image2116,Does case of peritonitis slide show primary sclerosing cholangitis?,no
image2116,Is fallopian tube present?,no
image2116,Is liver present?,yes
image2116,What is present ?,hepatobiliary
image2116,What is present?,liver
image2116,Is metastatic carcinoma lung present?,no
image2116,Is hepatobiliary present?,yes
image2117,What is present ?,liver
image2117,Is siamese twins present?,no
image2117,Does this image show primary sclerosing cholangitis?,yes
image2117,Does purulent sinusitis show primary sclerosing cholangitis?,no
image2117,What is present?,hepatobiliary
image2117,Is hepatobiliary present?,yes
image2117,Is peritoneal fluid present?,no
image2117,What is present ?,hepatobiliary
image2117,What is present?,liver
image2117,Is liver present?,yes
image2118,What is present?,hepatobiliary
image2118,Does this image show sarcoid?,yes
image2118,Does postpartum show sarcoid?,no
image2118,Is hepatobiliary present?,yes
image2118,Is autopsy present?,no
image2118,What is present?,liver
image2118,Is liver present?,yes
image2118,Is subcapsular hematoma present?,no
image2118,What is present ?,hepatobiliary
image2118,What is present ?,liver
image2119,What is present ?,hepatobiliary
image2119,What is present ?,liver
image2119,Does good example of muscle atrophy show hepatitis c virus?,no
image2119,What is present?,hepatobiliary
image2119,Is hepatobiliary present?,yes
image2119,Does this image show hepatitis c virus?,yes
image2119,What is present?,liver
image2119,Is liver present?,yes
image2119,Is gangrene toe in infant present?,no
image2119,Is intrauterine contraceptive device present?,no
image2120,What is present ?,hepatobiliary
image2120,What is present?,hepatobiliary
image2120,Is hepatobiliary present?,yes
image2120,Is feet present?,no
image2120,What is present?,liver
image2120,Is liver present?,yes
image2120,Is cardiovascular present?,no
image2120,What is present ?,liver
image2120,Does this image show hepatitis c virus?,yes
image2120,Does metastatic carcinoma prostate show hepatitis c virus?,no
image2121,Does myocardium show hepatitis c virus?,no
image2121,What is present ?,liver
image2121,What is present?,hepatobiliary
image2121,Is left ventricle hypertrophy present?,no
image2121,What is present?,liver
image2121,Is liver present?,yes
image2121,Is endometritis present?,no
image2121,Does this image show hepatitis c virus?,yes
image2121,Is hepatobiliary present?,yes
image2121,What is present ?,hepatobiliary
image2122,What is present ?,hepatobiliary
image2122,Is monoclonal gammopathy present?,no
image2122,Is liver present?,yes
image2122,What is present?,liver
image2122,Is fat necrosis present?,no
image2122,Is hepatobiliary present?,yes
image2122,What is present?,hepatobiliary
image2122,Does macerated stillborn show recurrent hepatitis c virus?,no
image2122,Does this image show recurrent hepatitis c virus?,yes
image2122,What is present ?,liver
image2123,Does this image show hepatitis c virus?,yes
image2123,Does villous adenoma show hepatitis c virus?,no
image2123,What is present?,hepatobiliary
image2123,Is hepatobiliary present?,yes
image2123,What is present ?,liver
image2123,What is present?,liver
image2123,Is liver present?,yes
image2123,Is interesting case present?,no
image2123,What is present ?,hepatobiliary
image2123,Is nuclear change present?,no
image2124,Does malformed base show recurrent hepatitis c virus?,no
image2124,What is present?,hepatobiliary
image2124,Is hepatobiliary present?,yes
image2124,Does this image show recurrent hepatitis c virus?,yes
image2124,What is present?,liver
image2124,Is natural color present?,no
image2124,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image2124,What is present ?,hepatobiliary
image2124,Is liver present?,yes
image2124,What is present ?,liver
image2125,What is present ?,liver
image2125,What is present ?,hepatobiliary
image2125,Is monoclonal gammopathy present?,no
image2125,What is present?,liver
image2125,Is a bulge present?,no
image2125,Is hepatobiliary present?,yes
image2125,What is present?,hepatobiliary
image2125,Does close-up tumor show recurrent hepatitis c virus?,no
image2125,Does this image show recurrent hepatitis c virus?,yes
image2125,Is liver present?,yes
image2126,What is present ?,hepatobiliary
image2126,What is present ?,liver
image2126,Does this image show sarcoid?,yes
image2126,Is liver present?,yes
image2126,What is present?,liver
image2126,Is intraductal papillomatosis with apocrine metaplasia present?,no
image2126,Is granulosa cell tumor present?,no
image2126,What is present?,hepatobiliary
image2126,Does surface show sarcoid?,no
image2126,Is hepatobiliary present?,yes
image2127,Does malignant thymoma show moderate acute rejection?,no
image2127,Is lesion of myocytolysis present?,no
image2127,Is liver present?,yes
image2127,What is present?,liver
image2127,Is hand present?,no
image2127,Is hepatobiliary present?,yes
image2127,What is present?,hepatobiliary
image2127,Does this image show moderate acute rejection?,yes
image2128,Is antitrypsin present?,no
image2128,Is liver present?,yes
image2128,What is present?,liver
image2128,Is malignant thymoma present?,no
image2128,Is hepatobiliary present?,yes
image2128,What is present?,hepatobiliary
image2128,Does alpha smooth muscle actin immunohistochemical show resolving acute rejection?,no
image2128,Does this image show resolving acute rejection?,yes
image2129,What is present ?,hepatobiliary
image2129,Is normal ovary present?,no
image2129,What is present?,liver
image2129,Is liver present?,yes
image2129,Is intrauterine contraceptive device present?,no
image2129,Does this image show ductopenia?,yes
image2129,What is present ?,liver
image2129,Is hepatobiliary present?,yes
image2129,What does this image show?,ductopenia
image2129,Does mucoepidermoid carcinoma show ductopenia?,no
image2129,What is present?,hepatobiliary
image2130,Is liver present?,yes
image2130,What does this image show?,ductopenia
image2130,Does this image show ductopenia?,yes
image2130,Is the tumor present?,no
image2130,Is hepatobiliary present?,yes
image2130,What is present?,hepatobiliary
image2130,What is present?,liver
image2130,Does normal show ductopenia?,no
image2130,What is present ?,liver
image2130,What is present ?,hepatobiliary
image2130,Is edema present?,no
image2131,What is present ?,liver
image2131,What is present ?,hepatobiliary
image2131,Is metastatic pancreas carcinoma present?,no
image2131,Is liver present?,yes
image2131,What is present?,liver
image2131,Is immunostain for growth hormone present?,no
image2131,Is hepatobiliary present?,yes
image2131,What is present?,hepatobiliary
image2131,Does malignant histiocytosis show primary biliary cirrhosis?,no
image2131,Does this image show primary biliary cirrhosis?,yes
image2132,Does granulosa cell tumor show severe acute rejection?,no
image2132,Does this image show severe acute rejection?,yes
image2132,Is cat present?,no
image2132,What is present?,liver
image2132,Is liver present?,yes
image2132,Is purulent sinusitis present?,no
image2132,Is hepatobiliary present?,yes
image2132,What is present?,hepatobiliary
image2133,Is thecoma present?,no
image2133,What is present?,liver
image2133,Is liver present?,yes
image2133,Is endometritis present?,no
image2133,Does this image show severe acute rejection?,yes
image2133,Does carcinoma show severe acute rejection?,no
image2133,What is present?,hepatobiliary
image2133,Is hepatobiliary present?,yes
image2134,Is liver present?,yes
image2134,What is present?,hepatobiliary
image2134,Is hepatobiliary present?,yes
image2134,Is metastatic carcinoma prostate present?,no
image2134,What is present?,liver
image2134,What is present ?,liver
image2134,Is pinworm present?,no
image2134,What is present ?,hepatobiliary
image2134,Does vasculature show autoimmune hepatitis?,no
image2134,Does this image show autoimmune hepatitis?,yes
image2135,Is splenomegaly with cirrhosis present?,no
image2135,Is liver present?,yes
image2135,Does this image show granulomas?,yes
image2135,What is present ?,hepatobiliary
image2135,Is granulomata slide present?,no
image2135,What is present?,liver
image2135,What is present ?,liver
image2135,Does hypertrophic gastritis show granulomas?,no
image2135,What is present?,hepatobiliary
image2135,What does this image show?,granulomas
image2135,Is hepatobiliary present?,yes
image2136,Is yellow color present?,no
image2136,Is hepatobiliary present?,yes
image2136,What is present?,hepatobiliary
image2136,Does polysplenia show granulomas?,no
image2136,Does this image show granulomas?,yes
image2136,Is liver present?,yes
image2136,Is lesion in dome of uterus present?,no
image2136,What is present ?,hepatobiliary
image2136,What is present ?,liver
image2136,What is present?,liver
image2136,What does this image show?,granulomas
image2137,Is hypersegmented neutrophil present?,no
image2137,What is present?,liver
image2137,Does stillborn cord around neck show severe acute rejection?,no
image2137,Does this image show severe acute rejection?,yes
image2137,What is present?,hepatobiliary
image2137,Is liver present?,yes
image2137,Is that present?,no
image2137,Is hepatobiliary present?,yes
image2138,Does previous slide from this case show ductopenia?,no
image2138,What is present?,liver
image2138,Is hepatobiliary present?,yes
image2138,Does this image show ductopenia?,yes
image2138,What does this image show?,ductopenia
image2138,Is this frontal section micronodular photo present?,no
image2138,Is liver present?,yes
image2138,Is small intestine present?,no
image2138,What is present?,hepatobiliary
image2139,Is metastatic colon carcinoma present?,no
image2139,What is present?,liver
image2139,What is present ?,hepatobiliary
image2139,Is hepatobiliary present?,yes
image2139,What is present?,hepatobiliary
image2139,Does thymus show primary biliary cirrhosis?,no
image2139,Does this image show primary biliary cirrhosis?,yes
image2139,What is present ?,liver
image2139,Is liver present?,yes
image2139,Is jejunum present?,no
image2140,What is present?,liver
image2140,Is liver present?,yes
image2140,Is anencephaly and bilateral cleft palate present?,no
image2140,Is hemorrhagic corpus luteum present?,no
image2140,Is hepatobiliary present?,yes
image2140,What is present?,hepatobiliary
image2140,Does fracture show ductopenia?,no
image2140,Does this image show ductopenia?,yes
image2140,What does this image show?,ductopenia
image2141,Is liver present?,yes
image2141,What is present ?,liver
image2141,What is present?,liver
image2141,Does this image show primary biliary cirrhosis?,yes
image2141,Is hepatobiliary present?,yes
image2141,Is atrophy secondary to pituitectomy present?,no
image2141,Does papillary intraductal adenocarcinoma show primary biliary cirrhosis?,no
image2141,Is metastatic malignant melanoma present?,no
image2141,What is present ?,hepatobiliary
image2141,What is present?,hepatobiliary
image2142,Is hepatobiliary present?,yes
image2142,What is present?,hepatobiliary
image2142,Does metastatic malignant melanoma show mild-to-moderate acute rejection?,no
image2142,Does this image show mild-to-moderate acute rejection?,yes
image2142,What is present?,liver
image2142,Is liver present?,yes
image2142,Is supernumerary digits present?,no
image2142,Is exostosis present?,no
image2143,What is present?,liver
image2143,Is liver present?,yes
image2143,Is adenoma present?,no
image2143,Does yo show resolving acute rejection?,no
image2143,Does this image show resolving acute rejection?,yes
image2143,Is stress present?,no
image2143,What is present?,hepatobiliary
image2143,Is hepatobiliary present?,yes
image2144,Is liver present?,yes
image2144,Is hypertrophic gastritis present?,no
image2144,Is hepatobiliary present?,yes
image2144,What is present?,hepatobiliary
image2144,Does arcus senilis show severe acute rejection?,no
image2144,Does this image show severe acute rejection?,yes
image2144,Is atrophy secondary to pituitectomy present?,no
image2144,What is present?,liver
image2145,Is exposure present?,no
image2145,Is liver present?,yes
image2145,What is present?,liver
image2145,Is malignant histiocytosis present?,no
image2145,Is hepatobiliary present?,yes
image2145,What is present?,hepatobiliary
image2145,Does this image show mild-to-moderate acute rejection?,yes
image2145,Does that show mild-to-moderate acute rejection?,no
image2146,Is peritoneum present?,no
image2146,What is present ?,liver
image2146,Is hepatobiliary present?,yes
image2146,What is present?,hepatobiliary
image2146,Does krukenberg tumor show primary biliary cirrhosis?,no
image2146,Does this image show primary biliary cirrhosis?,yes
image2146,Is liver present?,yes
image2146,Is aldehyde fuscin present?,no
image2146,What is present?,liver
image2146,What is present ?,hepatobiliary
image2147,Does acute lymphocytic leukemia show resolving acute rejection?,no
image2147,Does this image show resolving acute rejection?,yes
image2147,Is traumatic rupture present?,no
image2147,Is liver present?,yes
image2147,What is present?,liver
image2147,Is heel ulcer present?,no
image2147,Is hepatobiliary present?,yes
image2147,What is present?,hepatobiliary
image2148,"Does cytomegaly show polyarteritis nodosa, kidney arteriogram?",no
image2148,"Does this image show polyarteritis nodosa, kidney arteriogram?",yes
image2148,Where is this?,urinary
image2149,Where is this?,skin
image2149,Is opened larynx present?,no
image2149,Is inguinal area present?,yes
image2149,Does cachexia show multiple ulcerative lesions rectum primary excellent?,no
image2149,Does this image show multiple ulcerative lesions rectum primary excellent?,yes
image2150,Where is this?,skin
image2150,Is hypopharyngeal edema present?,no
image2150,Is seborrheic keratosis present?,yes
image2151,Was carcinoma metastatic lung from the scrotal skin?,no
image2151,Was typical cheese like yellow content and thin fibrous capsule this lesion from the scrotal skin?,yes
image2151,Does this image show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,yes
image2151,Does % show cut surface typical cheese like yellow content and thin fibrous capsule this lesion was from the scrotal skin?,no
image2151,Where is this?,skin
image2151,Is hilar cell tumor present?,no
image2151,How was cut surface typical cheese like yellow content and thin fibrous capsule this lesion from the  skin?,scrotal
image2151,Is sebaceous cyst present?,yes
image2152,Where is this?,skin
image2153,"Does this image show squamous cell carcinoma, lip?",yes
image2153,Where is this?,skin
image2153,"Does spinal fluid show squamous cell carcinoma, lip?",no
image2154,"Does metastatic carcinoma oat cell show meningococcemia, petechia?",no
image2154,Where is this?,skin
image2154,What does this image show?,meningococcemia
image2154,"Does this image show meningococcemia, petechia?",yes
image2155,Where is this?,skin
image2156,What is present?,petechiae
image2156,Does mucinous cystadenocarcinoma show lesions well shown?,no
image2156,Does this image show lesions well shown?,yes
image2156,Is this typical thecoma with yellow foci present?,no
image2156,Where is this?,skin
image2156,Is petechiae present?,yes
image2157,Where is this?,skin
image2158,Do glomerulosa burn?,no
image2158,Where is this?,skin
image2158,Does hypersegmented neutrophil show thermal burn?,no
image2158,Does this image show thermal burn?,yes
image2158,What burn?,thermal
image2158,Do thermal burn?,yes
image2159,What does this image show?,skin
image2159,"Does this image show skin, neurofibromatosis?",yes
image2159,Where is this?,skin
image2159,"Does craniopharyngioma show skin, neurofibromatosis?",no
image2160,What burn?,thermal
image2160,Where is this?,skin
image2160,Do serous cystadenoma burn?,no
image2160,Do thermal burn?,yes
image2160,Does this image show thermal burn?,yes
image2160,Does lymphoblastic lymphoma show thermal burn?,no
image2161,Where is this?,skin
image2162,Where is this?,skin
image2162,Does necrotic appearing centers look like pyoderma gangrenosum?,yes
image2163,Is multiple myeloma present?,yes
image2163,Does this image show multiple nodular lesions infiltrating neoplastic plasma cells?,yes
image2163,Where is this?,skin
image2164,Does close-up show skin?,no
image2164,What is rocky mountain spotted?,fever
image2164,Where is this?,skin
image2164,"Is rocky mountain spotted fever, morbilliform rash?",yes
image2164,"Is anencephaly and bilateral cleft palate spotted fever, morbilliform rash?",no
image2164,What does this image show?,skin
image2164,Does this image show skin?,yes
image2165,Where is this?,skin
image2165,Is petechiae present?,yes
image2165,What is present?,petechiae
image2165,Does excellent example show good close-up of lesions?,no
image2165,Does this image show good close-up of lesions?,yes
image2165,Is ulcer present?,no
image2166,Where is this?,skin
image2166,Does this image show but not good color many petechial and purpuric hemorrhages case of stcell leukemia?,yes
image2167,How is not the best color white mane with nicely shown lesion about  shoulder ?,right
image2167,Where is this?,skin
image2167,Is contusion and abrasion focus present?,yes
image2168,Does this image show neurofibromatosis-cafe-au-lait pigmentation?,yes
image2168,Does normal ovary show neurofibromatosis-cafe-au-lait pigmentation?,no
image2168,Where is this?,skin
image2169,Where is this?,skin
image2169,What does this image show?,neurofibromatosis
image2169,Does this image show neurofibromatosis?,yes
image2169,Does malformed base show neurofibromatosis?,no
image2170,Where is this?,skin
image2171,What is present?,Ecchymosis
image2171,Does this image show lesion on forearm?,yes
image2171,Is Ecchymosis present?,yes
image2171,Where is this?,skin
image2172,Is toxic epidermal necrolysis present?,yes
image2172,Is large gland present?,no
image2172,Where is this?,skin
image2173,"Does micrognathia triploid fetus show skin, kaposis 's sarcoma?",no
image2173,Where is this?,skin
image2173,"Does this image show skin, kaposis 's sarcoma?",yes
image2173,What does this image show?,skin
image2174,Is edema due to disseminated intravascular coagulation present?,yes
image2174,Where is this?,skin
image2174,How is view of face showing  edema ?,grotesque
image2174,Is view of face showing grotesque edema?,yes
image2174,Does this image show burn case with view of face showing grotesque edema?,yes
image2175,What does this image show?,neurofibromatosis-macroglossi
image2175,Does this image show neurofibromatosis-macroglossi?,yes
image2175,Does omphalocele show neurofibromatosis-macroglossi?,no
image2175,Where is this?,skin
image2176,Does this image show bacterial dematitis at site of skin biopsy?,yes
image2176,Where is this?,skin
image2176,Does glioma show bacterial dematitis at site of skin biopsy?,no
image2177,"Does neuronophagia show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2177,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2177,Where is this?,skin
image2178,What does this image show?,skin
image2178,Where is this?,skin
image2178,"Does there show skin, kaposis 's sarcoma?",no
image2178,"Does this image show skin, kaposis 's sarcoma?",yes
image2179,Where is this?,skin
image2179,Does supernumerary digits show panniculitis and fascitis?,no
image2179,Does this image show panniculitis and fascitis?,yes
image2180,What does this image show?,meningococcemia
image2180,"Does spleen show meningococcemia, petechia?",no
image2180,Where is this?,skin
image2180,"Does this image show meningococcemia, petechia?",yes
image2181,"Does this image show meningococcemia, petechia?",yes
image2181,"Does excellent vertebral body primary show meningococcemia, petechia?",no
image2181,Where is this?,skin
image2181,What does this image show?,meningococcemia
image2182,Where is this?,skin
image2182,Does previous slide from this case show squamous cell carcinoma of the lip?,no
image2182,Does this image show squamous cell carcinoma of the lip?,yes
image2183,Where is this?,skin
image2183,Does this image show cryptococcal dematitis?,yes
image2183,Does newborn cord around neck show cryptococcal dematitis?,no
image2184,What is present?,petechiae
image2184,Where is this?,skin
image2185,Where is this?,skin
image2185,"Does right leaf of diaphragm show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2185,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2186,Where is this?,skin
image2187,Where is this?,skin
image2188,Where is this?,skin
image2189,Does this image show large necrotic ulcer over sacrum?,yes
image2189,Where is this?,skin
image2189,Is omentum present?,no
image2189,Is decubitus ulcer present?,yes
image2189,Does neuronophagia show large necrotic ulcer over sacrum?,no
image2190,Is lymphoblastic lymphoma present?,yes
image2190,Are fixed tissue lateral view of vertebral bodies with many in this file?,no
image2190,What are appearing skin nodules infiltrates 4 month old child several slides from this case are in this file?,lymphoma
image2190,Is coronary atherosclerosis present?,no
image2190,Where is this?,skin
image2191,Does this image show upper portion of body with many tattoos?,yes
image2191,Does glomerulosa show upper portion of body with many tattoos?,no
image2191,Where is this?,skin
image2192,Does this image show leg excellent example of skin hemorrhages?,yes
image2192,Where is this?,skin
image2192,"Is penis, testicles present?",no
image2192,Is petechial and purpuric hemorrhages present?,yes
image2192,Does fallopian tube show leg excellent example of skin hemorrhages?,no
image2193,Is cytomegalic inclusion virus infection in infant present?,yes
image2193,Where is this?,skin
image2193,Is ameloblastoma present?,no
image2193,Does this image show face jaundice and multiple petechial and purpuric hemorrhages?,yes
image2193,Does wonder show face jaundice and multiple petechial and purpuric hemorrhages?,no
image2194,Is not good color photo showing elevated macular lesions said to be infiltrates of aml?,yes
image2194,Is teeth said to be infiltrates of aml?,no
image2194,Where is this?,skin
image2194,Does this image show?,yes
image2194,Does malignant thymoma show?,no
image2194,Is acute myelogenous leukemia present?,yes
image2194,Is choanal patency present?,no
